序号,效力层级,法规名称,发布机关,文号,发布/现行版本日期,时效性,适用范围,来源,来源URL
476,地方工作文件,厦门市公安局、中国民用航空厦门安全监督管理局、厦门市气象局关于进一步加强无人机等民用无人驾驶航空器安全管理的通告,厦门市公安局 中国民用航空厦门安全监督管理局 厦门市气象局,厦公综〔2022〕228号,2022-09-20,现行有效,航空运输,库存-pkulaw全量,https://www.pkulaw.com/lar/b6cd7a119eb07ba2f95e987cfd372fd3bdfb.html
477,地方规范性文件,合肥市经济和信息化委员会关于开展合肥市无人驾驶航空器生产制造企业及产品有关情况调查摸底工作的通知,合肥市经济和信息化委员会,合经信装备〔2017〕328号,2017-08-11,现行有效,机关工作综合规定,库存-pkulaw全量,https://www.pkulaw.com/lar/481670efc6c58eb652ad027ab4b09b26bdfb.html
478,地方工作文件,嘉兴市人民政府关于对无人驾驶航空器及空飘物实施临时性管理措施的通告,嘉兴市人民政府,嘉政发〔2024〕18号,2024-09-13,现行有效,交通运输综合规定,库存-pkulaw全量,https://www.pkulaw.com/lar/4083ba6adb9eaa3b4eca61b3d7b7eaedbdfb.html
479,地方工作文件,嘉兴市人民政府关于对无人驾驶航空器和空飘物采取临时性管理措施的通告(2022),嘉兴市人民政府,嘉政发〔2022〕17号,2022-09-09,现行有效,航空运输,库存-pkulaw全量,https://www.pkulaw.com/lar/b5221572829424efc8a7dabf16e19764bdfb.html
480,地方工作文件,四川省2024年农机购置与应用补贴植保无人驾驶航空器投档产品现场演示评价结果公告,四川省农业机械鉴定站,,2024-09-27,现行有效,农业管理,库存-pkulaw全量,https://www.pkulaw.com/lar/33b7c737068b7f79b1cd8c8254cd3c45bdfb.html
481,地方工作文件,四川省农业农村厅关于实施植保无人驾驶航空器农机购置与应用补贴的通知,四川省农业农村厅,川农发〔2025〕7 号,2025-03-10,现行有效,机关工作综合规定,库存-pkulaw全量,https://www.pkulaw.com/lar/8b3e9a6ccf64430e9204ace2443f4577bdfb.html
482,地方工作文件,四川省农业机械鉴定站关于开展四川省2022年农机购置与应用补贴植保无人驾驶航空器产品现场演示评价的通知,四川省农业机械鉴定站,,2022-12-13,现行有效,农业科技与农机,库存-pkulaw全量,https://www.pkulaw.com/lar/2a91b86e91204c5a8250ff59b1032e63bdfb.html
483,地方工作文件,四川省农业机械鉴定站关于开展四川省2022年植保无人驾驶航空器产品自主投档有关事项的通知,四川省农业机械鉴定站,,2022-10-23,现行有效,农业科技与农机,库存-pkulaw全量,https://www.pkulaw.com/lar/39dec2039dcdf51a02f8adcf0ff3c65cbdfb.html
484,地方工作文件,四川省农业机械鉴定站关于开展四川省2024年农机购置与应用补贴植保无人驾驶航空器产品现场演示评价的通知,四川省农业机械鉴定站,,2024-09-12,现行有效,农业管理,库存-pkulaw全量,https://www.pkulaw.com/lar/8c2ceb522b0cf3589ca84000403cc5ebbdfb.html
485,部门规范性文件,国家体育总局办公厅、中国教科文卫体工会全国委员会、中华全国体育总会秘书处关于印发2017年全国体育行业职业技能大赛无人驾...,国家体育总局 中国教科文卫体工会全国委员会 中华全国体育总会,体群字〔2017〕172号,2017-09-18,现行有效,体育综合规定,库存-pkulaw全量,https://www.pkulaw.com/chl/241ecf8a55c0c5a0bdfb.html
486,部门规范性文件,国家机电产品进出口办公室关于小型无人驾驶航空器自动进口许可签发有关问题的通知,国家机电产品进出口办公室,机电办机进〔2015〕47号,2015-07-14,现行有效,技术与设备进出口,库存-pkulaw全量,https://www.pkulaw.com/chl/d7afcaacdc6271d3bdfb.html
487,部门工作文件,国家标准化管理委员会、工业和信息化部、自然资源部、农业农村部、国家能源局、中国民用航空局关于印发《无人驾驶航空器系统...,国家标准化管理委员会 工业和信息化部 自然资源部 农业农村部 国家能源局 中国民,国标委联〔2021〕24号,2021-09-13,现行有效,标准化综合规定,库存-pkulaw全量,https://www.pkulaw.com/chl/f57bd51515c9b3aabdfb.html
488,部门工作文件,国家标准化管理委员会关于提前实施《民用无人驾驶航空器系统安全要求》国家标准主要条款的通知,国家标准化管理委员会,,2023-11-30,现行有效,国家标准管理,库存-pkulaw全量,https://www.pkulaw.com/chl/797732a10bcdc4f8bdfb.html
489,部门工作文件,国家标准委办公室等关于印发《无人驾驶航空器系统标准体系建设指南(2017―2018年版)》的通知,国家标准化管理委员会 科学技术部 工业和信息化部 公安部 农业部(已撤销) 国家体,,2017-05-22,现行有效,标准化综合规定,库存-pkulaw全量,https://www.pkulaw.com/chl/14480da053deb777bdfb.html
490,部门工作文件,城市场景物流电动多旋翼无人驾驶航空器(轻小型)系统技术要求,中国民用航空局,,2022-04-01,现行有效,航空运输 行业标准管理 国家标准管理,库存-pkulaw全量,https://www.pkulaw.com/chl/fe6ae660d5083075bdfb.html
491,部门工作文件,城市场景轻小型无人驾驶航空器物流航线划设规范,中国民用航空局,,2022-08-01,现行有效,航空运输 行业标准管理 铁路公路机场用地 法规规章制定与发布 建设综合规定,库存-pkulaw全量,https://www.pkulaw.com/chl/fb694872e5a127e6bdfb.html
492,部门工作文件,基于区块链的民用无人驾驶航空器飞行数据存证技术要求,中国民用航空局,,2024-02-01,现行有效,航空运输 行业标准管理 行业自律 国家标准管理 铁路公路机场用地,库存-pkulaw全量,https://www.pkulaw.com/chl/62ba6d8f504d7c92bdfb.html
493,部门工作文件,大型民用无人驾驶航空器系统操控员训练要求,中国民用航空局,,2026-05-01,现行有效,航空运输 职业与职工教育 竞赛制度 职工教育与考核,库存-pkulaw全量,https://www.pkulaw.com/chl/78e4c411d2806de9bdfb.html
494,地方工作文件,大理白族自治州人民政府关于公布大理州无人驾驶航空器适飞空域范围的通告,大理白族自治州人民政府,大政发〔2026〕2号,2026-02-09,现行有效,航空运输 民族自治区域 科技综合规定与体改 互联网 机械工业管理,库存-pkulaw全量,https://www.pkulaw.com/lar/5df43a75bd15a0bdaf6d9c7d3c23a480bdfb.html
495,地方工作文件,天津市农业农村委、天津市财政局关于印发《天津市农用无人驾驶航空器购置与应用补贴工作方案》的通知,天津市农业农村委员会 天津市财政局,津农委计财〔2025〕7号,2025-02-12,现行有效,农业管理,库存-pkulaw全量,https://www.pkulaw.com/lar/ce386b4a6b2a0e7db8473f1a5cec2d1ebdfb.html
496,地方工作文件,宁夏回族自治区交通运输厅关于公布微型、轻型、小型无人驾驶航空器适飞空域的通告,宁夏回族自治区交通运输厅,,2026,现行有效,航空运输 互联网 铁路公路机场用地 机械工业管理 科技综合规定与体改,库存-pkulaw全量,https://www.pkulaw.com/lar/47b398aa0a2efe538bf270d00a7d1ff5bdfb.html
497,地方工作文件,宁波市人民政府关于对无人驾驶航空器实施临时管控的通告,宁波市人民政府,甬政告〔2024〕2 号,2024-10-10,现行有效,交通运输综合规定,库存-pkulaw全量,https://www.pkulaw.com/lar/4a09cbadd01fc0ae95eea35cc88e49dfbdfb.html
498,地方工作文件,安徽省农业农村厅、安徽省财政厅关于印发安徽省农用无人驾驶航空器购置与应用补贴实施方案的通知,安徽省农业农村厅 安徽省财政厅,,2025-02-20,现行有效,商贸物资综合规定,库存-pkulaw全量,https://www.pkulaw.com/lar/38d4ecb764330ddc97186feb905cbbd0bdfb.html
499,地方工作文件,安徽省农业农村厅、安徽省财政厅关于继续开展植保无人驾驶航空器规范应用试点工作的通知,安徽省农业农村厅 安徽省财政厅,皖农机函〔2022〕399号,2022-04-21,现行有效,农业管理 农业科技与农机,库存-pkulaw全量,https://www.pkulaw.com/lar/8cd5cec4e7e10decc0bf4368c3a23eaebdfb.html
500,地方工作文件,安徽省经济和信息化委员会转发工业和信息化部办公厅关于开展民用无人驾驶航空器生产企业和产品信息填报工作的通知,安徽省经济和信息化委员会,皖经信装备函[2017]814号,2017-06-01,现行有效,航空运输,库存-pkulaw全量,https://www.pkulaw.com/lar/bcb91ae5aba898c0e5bc5e288d97d64abdfb.html
501,地方工作文件,宜宾市人民政府关于对无人驾驶航空器实施临时管控的通告,宜宾市人民政府,宜府通〔2026〕1号,2026-01-07,现行有效,治安管理 航空运输 特种行业和危险品管理 机械工业管理 互联网,库存-pkulaw全量,https://www.pkulaw.com/lar/24773461c6d4a63f160fe51f966f4a5ebdfb.html
502,地方工作文件,宝鸡市人民政府关于公布微型、轻型、小型无人驾驶航空器适飞空域范围的通告,宝鸡市人民政府,,2026-07-05,现行有效,航空运输 机械工业管理 互联网 科技综合规定与体改 能源综合规定,库存-pkulaw全量,https://www.pkulaw.com/lar/72a936d66fe78b47ff07103885b258a7bdfb.html
503,地方工作文件,宣城市人民政府关于临时增加无人驾驶航空器管制空域的通告,宣城市人民政府,,2024-06-05,现行有效,航空运输 交通安全管理 国防事务 互联网 科技综合规定与体改,库存-pkulaw全量,https://www.pkulaw.com/lar/2bbf7757381190985992fa57ec1a1d1ebdfb.html
504,地方工作文件,山东省农业农村厅关于印发《山东省农用无人驾驶航空器购置与应用补贴实施方案》的通知,山东省农业农村厅,鲁农函字〔2024〕295号,2024-12-31,现行有效,机关工作综合规定,库存-pkulaw全量,https://www.pkulaw.com/lar/7e7e24291563d3a9c872a03a7a99447fbdfb.html
505,地方工作文件,山西省农业农村厅、山西省财政厅关于印发《农用无人驾驶航空器购置补贴方案》的通知,山西省农业农村厅 山西省财政厅,晋农发〔2025〕25号,2025-03-17,现行有效,农业科技与农机,库存-pkulaw全量,https://www.pkulaw.com/lar/1667a78c0183ab52d3f25a58db8437ccbdfb.html
506,部门工作文件,工业和信息化部关于无人驾驶航空器系统频率使用事宜的通知,工业和信息化部,,2015-03-10,现行有效,电子工业管理,库存-pkulaw全量,https://www.pkulaw.com/chl/0c7b1119b3dc758abdfb.html
507,部门工作文件,工业和信息化部办公厅关于开展民用无人驾驶航空器生产企业和产品信息填报工作的通知,工业和信息化部,工信厅装函〔2017〕314号,2017-05-22,现行有效,航空运输,库存-pkulaw全量,https://www.pkulaw.com/chl/361062ca14ff6926bdfb.html
508,部门工作文件,市场监管总局关于对微型、轻型、小型民用无人驾驶航空器实施召回管理的公告,国家市场监督管理总局,国家市场监督管理总局公告2023年第49号,2023-11-27,现行有效,计量综合规定,库存-pkulaw全量,https://www.pkulaw.com/chl/f7e78e0a2398c647bdfb.html
509,地方工作文件,常州市经信委关于开展民用无人驾驶航空器生产企业和产品信息填报工作的通知,常州市经济和信息化委员会,常经信装备〔2017〕154号,2017-05-26,现行有效,企业综合规定,库存-pkulaw全量,https://www.pkulaw.com/lar/cfe495f293bbd841ac3cadfc9a93e4e5bdfb.html
510,地方工作文件,广安市人民政府关于2025广安马拉松赛期间对民用无人驾驶航空器飞行管控的通告,广安市人民政府,,2025-11-05,现行有效,航空运输 治安管理 交通安全管理 特种行业和危险品管理 消防管理,库存-pkulaw全量,https://www.pkulaw.com/lar/35bb20a62341ca29453de23415b33d75bdfb.html
511,地方工作文件,广安市人民政府关于春节期间对民用无人驾驶航空器飞行管控的通告,广安市人民政府,,2025-01-22,现行有效,航空运输 治安管理 特种行业和危险品管理 交通安全管理,库存-pkulaw全量,https://www.pkulaw.com/lar/1185e5a30bedf878f27288e6cbe669e4bdfb.html
512,地方工作文件,广西壮族自治区交通运输厅关于公布广西壮族自治区无人驾驶航空器新版适飞空域范围的公告,广西壮族自治区交通运输厅,,2026-05-12,现行有效,航空运输 互联网 科技综合规定与体改 机械工业管理 铁路公路机场用地,库存-pkulaw全量,https://www.pkulaw.com/lar/f7d6e095fd3542172b5bda2d2f7965c1bdfb.html
513,地方规范性文件,广西壮族自治区交通运输厅关于公布广西壮族自治区无人驾驶航空器适飞空域范围的公告,广西壮族自治区交通运输厅,,2025-12-02,现行有效,航空运输 互联网 机械工业管理 法规规章制定与发布 标准化综合规定,库存-pkulaw全量,https://www.pkulaw.com/lar/72f50e48ad0fbaed7d6e737ee506df12bdfb.html
514,地方工作文件,广西壮族自治区农业农村厅、广西壮族自治区自治区财政厅关于印发广西农用无人驾驶航空器购置与应用补贴实施方案的通知,广西壮族自治区农业农村厅 广西壮族自治区财政厅,桂农厅规〔2025〕9号,2025-08-20,现行有效,农业科技与农机 农业管理 农业资金 专项资金管理,库存-pkulaw全量,https://www.pkulaw.com/lar/ed6a932f83b60be2676053c0cda44d4abdfb.html
515,地方工作文件,广西壮族自治区农业机械化服务中心关于发布广西2025年度第四批自主投档的农用无人驾驶航空器和揉丝机现场演示评价情况的通告,广西壮族自治区农业机械化服务中心,,2026-01-12,现行有效,农业科技与农机 农业管理 机械设备产品与质量 农业资金 化肥农药农膜柴油,库存-pkulaw全量,https://www.pkulaw.com/lar/0d67566c03582a8d51aa1c804ea54b7cbdfb.html
516,地方工作文件,广西壮族自治区农业机械化服务中心关于发布广西2026年度第一批自主投档的农用无人驾驶航空器现场演示评价情况的通告,广西壮族自治区农业机械化服务中心,,2026-05-22,现行有效,农业科技与农机 农业管理 农业资金 机械设备产品与质量 化肥农药农膜柴油,库存-pkulaw全量,https://www.pkulaw.com/lar/f9ca1ebe8bbb4bf0960e24f0dbe92e0ebdfb.html
